#Chromo	Pos	Watterson	Pairwise	thetaSingleton	thetaH	thetaL
J02459.1	240	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	241	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	242	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	243	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	244	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	245	-31.454147	-31.835152	-30.602112	-33.090782	-32.277622
J02459.1	246	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	247	-30.003119	-29.875696	-29.917969	-30.135130	-29.997023
J02459.1	248	-30.003119	-29.875696	-29.917969	-30.135130	-29.997023
J02459.1	249	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	250	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	251	-30.003119	-29.875696	-29.917969	-30.135130	-29.997023
J02459.1	252	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	253	-27.163860	-26.748173	-29.233852	-26.773304	-26.760660
J02459.1	254	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	255	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	256	-30.003119	-29.875696	-29.917969	-30.135130	-29.997023
J02459.1	257	-30.003119	-29.875696	-29.917969	-30.135130	-29.997023
J02459.1	258	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	259	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	260	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	261	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	262	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	263	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	264	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	265	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	266	-31.454147	-31.835152	-30.602112	-33.090782	-32.277622
J02459.1	267	-34.641220	-35.209175	-33.604526	-37.400444	-35.796364
J02459.1	268	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	269	-30.003119	-29.875696	-29.917969	-30.135130	-29.997023
J02459.1	270	-9.475770	-9.023644	-25.747913	-9.023645	-9.023645
J02459.1	271	-27.163860	-26.748173	-29.233852	-26.773304	-26.760660
J02459.1	272	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	273	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	274	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	275	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	276	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	277	-30.003119	-29.875696	-29.917969	-30.135130	-29.997023
J02459.1	278	-33.970051	-34.512615	-32.911373	-36.699680	-35.099380
J02459.1	279	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	280	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	281	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	282	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	283	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	284	-27.163860	-26.748173	-29.233852	-26.773304	-26.760660
J02459.1	285	-27.163860	-26.748173	-29.233852	-26.773304	-26.760660
J02459.1	286	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	287	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	288	-33.244114	-33.812035	-32.218216	-35.989990	-34.397877
J02459.1	289	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	290	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	291	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	292	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	293	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	294	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	295	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	296	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	297	-32.550964	-33.103786	-31.525061	-35.263058	-33.687714
J02459.1	298	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	299	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	300	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	301	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	302	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	303	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	304	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	305	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	306	-30.223951	-30.529829	-29.445593	-31.538719	-30.912098
J02459.1	307	-30.223951	-30.529829	-29.445593	-31.538719	-30.912098
J02459.1	308	-30.223951	-30.529829	-29.445593	-31.538719	-30.912098
J02459.1	309	-30.223951	-30.529829	-29.445593	-31.538719	-30.912098
J02459.1	310	-30.223951	-30.529829	-29.445593	-31.538719	-30.912098
J02459.1	311	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	312	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	313	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	314	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	315	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	316	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	317	-16.983212	-16.531111	-27.181654	-16.531141	-16.531126
J02459.1	318	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	319	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	320	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	321	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	322	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	323	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	324	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	325	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	326	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	327	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	328	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	329	-31.836542	-32.379562	-30.831905	-34.493668	-32.958721
J02459.1	330	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	331	-16.983212	-16.531111	-27.181654	-16.531141	-16.531126
J02459.1	332	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	333	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	334	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	335	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	336	-31.103415	-31.606817	-30.138748	-33.518642	-32.162109
J02459.1	337	-13.566735	-13.114613	-26.497643	-13.114617	-13.114614
J02459.1	338	-30.223951	-30.529829	-29.445593	-31.538719	-30.912098
J02459.1	339	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	340	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	341	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	342	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	343	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	344	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	345	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	346	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	347	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	348	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	349	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	350	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	351	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	352	-13.567075	-13.114952	-26.497643	-13.114957	-13.114954
J02459.1	353	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	354	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	355	-28.460302	-28.225544	-28.752438	-28.386635	-28.302849
J02459.1	356	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	357	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	358	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	359	-16.983665	-16.531567	-27.181654	-16.531595	-16.531580
J02459.1	360	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	361	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	362	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	363	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	364	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	365	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	366	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	367	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	368	-13.567075	-13.114952	-26.497643	-13.114957	-13.114954
J02459.1	369	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	370	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	371	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	372	-16.983665	-16.531567	-27.181654	-16.531595	-16.531580
J02459.1	373	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	374	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	375	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	376	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	377	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	378	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	379	-13.567075	-13.114952	-26.497643	-13.114957	-13.114954
J02459.1	380	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	381	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	382	-1.039923	-0.587797	-62.289711	-0.587797	-0.587797
J02459.1	383	-13.567075	-13.114952	-26.497643	-13.114957	-13.114954
J02459.1	384	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	385	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	386	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	387	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	388	-23.811569	-23.362421	-28.549761	-23.364759	-23.363590
J02459.1	389	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	390	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	391	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
