region	chr	midPos	Nsites
(5896,6395)(5900,6399)(5900,6400)	Mt	6150	501	0.071754
(5996,6495)(6000,6499)(6000,6500)	Mt	6250	501	0.070271
(6096,6595)(6100,6599)(6100,6600)	Mt	6350	501	0.069911
(6196,6695)(6200,6699)(6200,6700)	Mt	6450	501	0.070406
(6296,6795)(6300,6799)(6300,6800)	Mt	6550	501	0.069266
(6396,6895)(6400,6899)(6400,6900)	Mt	6650	501	0.070234
(6496,6995)(6500,6999)(6500,7000)	Mt	6750	501	0.072553
(6596,7095)(6600,7099)(6600,7100)	Mt	6850	501	0.071604
(6696,7195)(6700,7199)(6700,7200)	Mt	6950	501	0.068029
(6796,7295)(6800,7299)(6800,7300)	Mt	7050	501	0.065316
(6896,7395)(6900,7399)(6900,7400)	Mt	7150	501	0.065845
(6996,7495)(7000,7499)(7000,7500)	Mt	7250	501	0.066663
(7096,7595)(7100,7599)(7100,7600)	Mt	7350	501	0.072365
(7196,7695)(7200,7699)(7200,7700)	Mt	7450	501	0.073711
(7296,7795)(7300,7799)(7300,7800)	Mt	7550	501	0.076640
(7396,7895)(7400,7899)(7400,7900)	Mt	7650	501	0.072518
(7496,7995)(7500,7999)(7500,8000)	Mt	7750	501	0.064472
(7596,8095)(7600,8099)(7600,8100)	Mt	7850	501	0.060002
(7696,8195)(7700,8199)(7700,8200)	Mt	7950	501	0.062609
(7796,8295)(7800,8299)(7800,8300)	Mt	8050	501	0.062984
(7896,8395)(7900,8399)(7900,8400)	Mt	8150	501	0.069598
(7996,8495)(8000,8499)(8000,8500)	Mt	8250	501	0.078052
(8096,8595)(8100,8599)(8100,8600)	Mt	8350	501	0.081982
(8196,8695)(8200,8699)(8200,8700)	Mt	8450	501	0.078608
(8296,8795)(8300,8799)(8300,8800)	Mt	8550	501	0.087470
(8396,8895)(8400,8899)(8400,8900)	Mt	8650	501	0.087127
(8496,8995)(8500,8999)(8500,9000)	Mt	8750	501	0.082996
(8596,9095)(8600,9099)(8600,9100)	Mt	8850	501	0.084671
(8696,9195)(8700,9199)(8700,9200)	Mt	8950	501	0.087370
(8796,9295)(8800,9299)(8800,9300)	Mt	9050	501	0.085815
(8896,9395)(8900,9399)(8900,9400)	Mt	9150	501	0.085204
(8996,9495)(9000,9499)(9000,9500)	Mt	9250	501	0.092885
(9096,9595)(9100,9599)(9100,9600)	Mt	9350	501	0.087097
(9196,9695)(9200,9699)(9200,9700)	Mt	9450	501	0.091637
(9296,9795)(9300,9799)(9300,9800)	Mt	9550	501	0.089541
(9396,9895)(9400,9899)(9400,9900)	Mt	9650	501	0.086395
(9496,9995)(9500,9999)(9500,10000)	Mt	9750	501	0.080570
(9596,10095)(9600,10099)(9600,10100)	Mt	9850	501	0.080725
(9696,10195)(9700,10199)(9700,10200)	Mt	9950	501	0.074290
(9796,10295)(9800,10299)(9800,10300)	Mt	10050	501	0.067526
(9896,10395)(9900,10399)(9900,10400)	Mt	10150	501	0.073220
(9996,10495)(10000,10499)(10000,10500)	Mt	10250	501	0.076167
(10096,10595)(10100,10599)(10100,10600)	Mt	10350	501	0.074013
(10196,10695)(10200,10699)(10200,10700)	Mt	10450	501	0.075018
(10296,10795)(10300,10799)(10300,10800)	Mt	10550	501	0.076789
(10396,10895)(10400,10899)(10400,10900)	Mt	10650	501	0.070988
(10496,10995)(10500,10999)(10500,11000)	Mt	10750	501	0.071324
(10596,11095)(10600,11099)(10600,11100)	Mt	10850	501	0.070893
(10696,11195)(10700,11199)(10700,11200)	Mt	10950	501	0.070820
(10796,11295)(10800,11299)(10800,11300)	Mt	11050	501	0.069649
(10896,11395)(10900,11399)(10900,11400)	Mt	11150	501	0.068935
(10996,11495)(11000,11499)(11000,11500)	Mt	11250	501	0.060342
(11096,11595)(11100,11599)(11100,11600)	Mt	11350	501	0.059816
(11196,11695)(11200,11699)(11200,11700)	Mt	11450	501	0.057538
(11296,11795)(11300,11799)(11300,11800)	Mt	11550	501	0.058896
(11396,11895)(11400,11899)(11400,11900)	Mt	11650	501	0.059533
(11496,11995)(11500,11999)(11500,12000)	Mt	11750	501	0.068767
(11596,12095)(11600,12099)(11600,12100)	Mt	11850	501	0.070369
(11696,12195)(11700,12199)(11700,12200)	Mt	11950	501	0.074038
(11796,12295)(11800,12299)(11800,12300)	Mt	12050	501	0.071664
(11896,12395)(11900,12399)(11900,12400)	Mt	12150	501	0.076286
(11996,12495)(12000,12499)(12000,12500)	Mt	12250	501	0.069074
(12096,12595)(12100,12599)(12100,12600)	Mt	12350	501	0.073445
(12196,12695)(12200,12699)(12200,12700)	Mt	12450	501	0.074245
(12296,12795)(12300,12799)(12300,12800)	Mt	12550	501	0.079753
(12396,12895)(12400,12899)(12400,12900)	Mt	12650	501	0.076126
(12496,12995)(12500,12999)(12500,13000)	Mt	12750	501	0.076286
(12596,13095)(12600,13099)(12600,13100)	Mt	12850	501	0.078292
(12696,13195)(12700,13199)(12700,13200)	Mt	12950	501	0.075849
(12796,13295)(12800,13299)(12800,13300)	Mt	13050	501	0.069723
(12896,13395)(12900,13399)(12900,13400)	Mt	13150	501	0.070062
(12996,13495)(13000,13499)(13000,13500)	Mt	13250	501	0.068164
(13096,13595)(13100,13599)(13100,13600)	Mt	13350	501	0.067536
(13196,13695)(13200,13699)(13200,13700)	Mt	13450	501	0.068964
(13296,13795)(13300,13799)(13300,13800)	Mt	13550	501	0.066178
(13396,13895)(13400,13899)(13400,13900)	Mt	13650	501	0.070512
(13496,13995)(13500,13999)(13500,14000)	Mt	13750	501	0.076020
(13596,14095)(13600,14099)(13600,14100)	Mt	13850	501	0.074058
(13696,14195)(13700,14199)(13700,14200)	Mt	13950	501	0.068797
(13796,14295)(13800,14299)(13800,14300)	Mt	14050	501	0.076112
(13896,14395)(13900,14399)(13900,14400)	Mt	14150	501	0.075738
(13996,14495)(14000,14499)(14000,14500)	Mt	14250	501	0.077470
(14096,14595)(14100,14599)(14100,14600)	Mt	14350	501	0.072224
(14196,14695)(14200,14699)(14200,14700)	Mt	14450	501	0.079483
(14296,14795)(14300,14799)(14300,14800)	Mt	14550	501	0.075636
(14396,14895)(14400,14899)(14400,14900)	Mt	14650	501	0.076409
(14496,14995)(14500,14999)(14500,15000)	Mt	14750	501	0.076453
(14596,15095)(14600,15099)(14600,15100)	Mt	14850	501	0.077827
(14696,15195)(14700,15199)(14700,15200)	Mt	14950	501	0.073964
(14796,15295)(14800,15299)(14800,15300)	Mt	15050	501	0.078332
(14896,15395)(14900,15399)(14900,15400)	Mt	15150	501	0.078137
(14996,15495)(15000,15499)(15000,15500)	Mt	15250	501	0.080605
(15096,15595)(15100,15599)(15100,15600)	Mt	15350	501	0.078568
(15196,15695)(15200,15699)(15200,15700)	Mt	15450	501	0.075496
(15296,15795)(15300,15799)(15300,15800)	Mt	15550	501	0.073265
(15396,15895)(15400,15899)(15400,15900)	Mt	15650	501	0.073693
(15496,15995)(15500,15999)(15500,16000)	Mt	15750	501	0.070626
(15596,16095)(15600,16099)(15600,16100)	Mt	15850	501	0.075653
(15696,16195)(15700,16199)(15700,16200)	Mt	15950	501	0.081049
(15796,16295)(15800,16299)(15800,16300)	Mt	16050	501	0.080435
(15896,16395)(15900,16399)(15900,16400)	Mt	16150	501	0.079463
(15996,16495)(16000,16499)(16000,16500)	Mt	16250	501	0.072042
(16096,16595)(16100,16599)(16100,16600)	Mt	16350	501	0.072890
(16196,16695)(16200,16699)(16200,16700)	Mt	16450	501	0.067485
(16296,16795)(16300,16799)(16300,16800)	Mt	16550	501	0.066174
(16396,16895)(16400,16899)(16400,16900)	Mt	16650	501	0.061334
(16496,16995)(16500,16999)(16500,17000)	Mt	16750	501	0.064893
(16596,17095)(16600,17099)(16600,17100)	Mt	16850	501	0.059904
(16696,17195)(16700,17199)(16700,17200)	Mt	16950	501	0.067145
(16796,17295)(16800,17299)(16800,17300)	Mt	17050	501	0.067596
(16896,17395)(16900,17399)(16900,17400)	Mt	17150	501	0.078165
(16996,17495)(17000,17499)(17000,17500)	Mt	17250	501	0.077897
(17096,17595)(17100,17599)(17100,17600)	Mt	17350	501	0.082739
(17196,17695)(17200,17699)(17200,17700)	Mt	17450	501	0.080009
(17296,17795)(17300,17799)(17300,17800)	Mt	17550	501	0.084257
(17396,17895)(17400,17899)(17400,17900)	Mt	17650	501	0.077044
(17496,17995)(17500,17999)(17500,18000)	Mt	17750	501	0.075455
(17596,18095)(17600,18099)(17600,18100)	Mt	17850	501	0.071902
(17696,18195)(17700,18199)(17700,18200)	Mt	17950	501	0.075713
(17796,18295)(17800,18299)(17800,18300)	Mt	18050	501	0.074652
(17896,18395)(17900,18399)(17900,18400)	Mt	18150	501	0.072811
(17996,18495)(18000,18499)(18000,18500)	Mt	18250	501	0.070942
(18096,18595)(18100,18599)(18100,18600)	Mt	18350	501	0.067946
(18196,18695)(18200,18699)(18200,18700)	Mt	18450	501	0.064801
(18296,18795)(18300,18799)(18300,18800)	Mt	18550	501	0.064455
(18396,18895)(18400,18899)(18400,18900)	Mt	18650	501	0.066736
(18496,18995)(18500,18999)(18500,19000)	Mt	18750	501	0.071044
(18596,19095)(18600,19099)(18600,19100)	Mt	18850	501	0.081062
(18696,19195)(18700,19199)(18700,19200)	Mt	18950	501	0.076783
(18796,19295)(18800,19299)(18800,19300)	Mt	19050	501	0.074425
(18896,19395)(18900,19399)(18900,19400)	Mt	19150	501	0.075197
(18996,19495)(19000,19499)(19000,19500)	Mt	19250	501	0.070050
(19096,19595)(19100,19599)(19100,19600)	Mt	19350	501	0.061551
(19196,19695)(19200,19699)(19200,19700)	Mt	19450	501	0.064110
(19296,19795)(19300,19799)(19300,19800)	Mt	19550	501	0.061551
(19396,19895)(19400,19899)(19400,19900)	Mt	19650	501	0.057274
(19496,19995)(19500,19999)(19500,20000)	Mt	19750	501	0.059931
(19596,20095)(19600,20099)(19600,20100)	Mt	19850	501	0.068321
(19696,20195)(19700,20199)(19700,20200)	Mt	19950	501	0.070439
(19796,20295)(19800,20299)(19800,20300)	Mt	20050	501	0.070332
(19896,20395)(19900,20399)(19900,20400)	Mt	20150	501	0.070125
(19996,20495)(20000,20499)(20000,20500)	Mt	20250	501	0.075627
(20096,20595)(20100,20599)(20100,20600)	Mt	20350	501	0.068430
(20196,20695)(20200,20699)(20200,20700)	Mt	20450	501	0.066810
(20296,20795)(20300,20799)(20300,20800)	Mt	20550	501	0.071744
(20396,20895)(20400,20899)(20400,20900)	Mt	20650	501	0.075353
(20496,20995)(20500,20999)(20500,21000)	Mt	20750	501	0.073162
(20596,21095)(20600,21099)(20600,21100)	Mt	20850	501	0.072320
(20696,21195)(20700,21199)(20700,21200)	Mt	20950	501	0.074149
(20796,21295)(20800,21299)(20800,21300)	Mt	21050	501	0.071388
(20896,21395)(20900,21399)(20900,21400)	Mt	21150	501	0.075970
(20996,21495)(21000,21499)(21000,21500)	Mt	21250	501	0.081004
(21096,21595)(21100,21599)(21100,21600)	Mt	21350	501	0.078251
(21196,21695)(21200,21699)(21200,21700)	Mt	21450	501	0.077034
(21296,21795)(21300,21799)(21300,21800)	Mt	21550	501	0.078653
(21396,21895)(21400,21899)(21400,21900)	Mt	21650	501	0.074886
(21496,21995)(21500,21999)(21500,22000)	Mt	21750	501	0.067195
(21596,22095)(21600,22099)(21600,22100)	Mt	21850	501	0.070493
(21696,22195)(21700,22199)(21700,22200)	Mt	21950	501	0.071037
(21796,22295)(21800,22299)(21800,22300)	Mt	22050	501	0.074967
(21896,22395)(21900,22399)(21900,22400)	Mt	22150	501	0.075199
(21996,22495)(22000,22499)(22000,22500)	Mt	22250	501	0.078539
(22096,22595)(22100,22599)(22100,22600)	Mt	22350	501	0.078150
(22196,22695)(22200,22699)(22200,22700)	Mt	22450	501	0.077541
(22296,22795)(22300,22799)(22300,22800)	Mt	22550	501	0.075752
(22396,22895)(22400,22899)(22400,22900)	Mt	22650	501	0.073854
(22496,22995)(22500,22999)(22500,23000)	Mt	22750	501	0.074461
(22596,23095)(22600,23099)(22600,23100)	Mt	22850	501	0.083141
(22696,23195)(22700,23199)(22700,23200)	Mt	22950	501	0.084567
(22796,23295)(22800,23299)(22800,23300)	Mt	23050	501	0.085554
(22896,23395)(22900,23399)(22900,23400)	Mt	23150	501	0.085418
(22996,23495)(23000,23499)(23000,23500)	Mt	23250	501	0.082508
(23096,23595)(23100,23599)(23100,23600)	Mt	23350	501	0.075650
(23196,23695)(23200,23699)(23200,23700)	Mt	23450	501	0.072565
(23296,23795)(23300,23799)(23300,23800)	Mt	23550	501	0.072785
(23396,23895)(23400,23899)(23400,23900)	Mt	23650	501	0.074877
(23496,23995)(23500,23999)(23500,24000)	Mt	23750	501	0.074461
(23596,24095)(23600,24099)(23600,24100)	Mt	23850	501	0.078278
(23696,24195)(23700,24199)(23700,24200)	Mt	23950	501	0.084636
(23796,24295)(23800,24299)(23800,24300)	Mt	24050	501	0.084042
(23896,24395)(23900,24399)(23900,24400)	Mt	24150	501	0.091900
(23996,24495)(24000,24499)(24000,24500)	Mt	24250	501	0.089311
(24096,24595)(24100,24599)(24100,24600)	Mt	24350	501	0.085596
(24196,24695)(24200,24699)(24200,24700)	Mt	24450	501	0.080938
(24296,24795)(24300,24799)(24300,24800)	Mt	24550	501	0.084600
(24396,24895)(24400,24899)(24400,24900)	Mt	24650	501	0.075498
(24496,24995)(24500,24999)(24500,25000)	Mt	24750	501	0.073164
(24596,25095)(24600,25099)(24600,25100)	Mt	24850	501	0.072004
(24696,25195)(24700,25199)(24700,25200)	Mt	24950	501	0.073914
(24796,25295)(24800,25299)(24800,25300)	Mt	25050	501	0.070588
(24896,25395)(24900,25399)(24900,25400)	Mt	25150	501	0.074822
(24996,25495)(25000,25499)(25000,25500)	Mt	25250	501	0.081898
(25096,25595)(25100,25599)(25100,25600)	Mt	25350	501	0.085023
(25196,25695)(25200,25699)(25200,25700)	Mt	25450	501	0.084602
(25296,25795)(25300,25799)(25300,25800)	Mt	25550	501	0.084357
(25396,25895)(25400,25899)(25400,25900)	Mt	25650	501	0.082219
(25496,25995)(25500,25999)(25500,26000)	Mt	25750	501	0.077806
(25596,26095)(25600,26099)(25600,26100)	Mt	25850	501	0.074501
(25696,26195)(25700,26199)(25700,26200)	Mt	25950	501	0.072733
(25796,26295)(25800,26299)(25800,26300)	Mt	26050	501	0.070248
(25896,26395)(25900,26399)(25900,26400)	Mt	26150	501	0.065468
(25996,26495)(26000,26499)(26000,26500)	Mt	26250	501	0.069287
(26096,26595)(26100,26599)(26100,26600)	Mt	26350	501	0.071355
(26196,26695)(26200,26699)(26200,26700)	Mt	26450	501	0.074414
(26296,26795)(26300,26799)(26300,26800)	Mt	26550	501	0.070662
(26396,26895)(26400,26899)(26400,26900)	Mt	26650	501	0.075026
(26496,26995)(26500,26999)(26500,27000)	Mt	26750	501	0.074153
(26596,27095)(26600,27099)(26600,27100)	Mt	26850	501	0.073771
(26696,27195)(26700,27199)(26700,27200)	Mt	26950	501	0.069271
(26796,27295)(26800,27299)(26800,27300)	Mt	27050	501	0.076389
(26896,27395)(26900,27399)(26900,27400)	Mt	27150	501	0.074931
(26996,27495)(27000,27499)(27000,27500)	Mt	27250	501	0.083628
(27096,27595)(27100,27599)(27100,27600)	Mt	27350	501	0.083833
(27196,27695)(27200,27699)(27200,27700)	Mt	27450	501	0.088132
(27296,27795)(27300,27799)(27300,27800)	Mt	27550	501	0.082788
(27396,27895)(27400,27899)(27400,27900)	Mt	27650	501	0.087431
(27496,27995)(27500,27999)(27500,28000)	Mt	27750	501	0.071386
(27596,28095)(27600,28099)(27600,28100)	Mt	27850	501	0.071897
(27696,28195)(27700,28199)(27700,28200)	Mt	27950	501	0.071889
(27796,28295)(27800,28299)(27800,28300)	Mt	28050	501	0.071370
(27896,28395)(27900,28399)(27900,28400)	Mt	28150	501	0.066854
(27996,28495)(28000,28499)(28000,28500)	Mt	28250	501	0.075158
(28096,28595)(28100,28599)(28100,28600)	Mt	28350	501	0.069869
(28196,28695)(28200,28699)(28200,28700)	Mt	28450	501	0.066541
(28296,28795)(28300,28799)(28300,28800)	Mt	28550	501	0.064469
(28396,28895)(28400,28899)(28400,28900)	Mt	28650	501	0.061351
(28496,28995)(28500,28999)(28500,29000)	Mt	28750	501	0.059792
(28596,29095)(28600,29099)(28600,29100)	Mt	28850	501	0.065515
(28696,29195)(28700,29199)(28700,29200)	Mt	28950	501	0.069733
(28796,29295)(28800,29299)(28800,29300)	Mt	29050	501	0.073341
(28896,29395)(28900,29399)(28900,29400)	Mt	29150	501	0.072329
(28996,29495)(29000,29499)(29000,29500)	Mt	29250	501	0.069713
(29096,29595)(29100,29599)(29100,29600)	Mt	29350	501	0.069481
(29196,29695)(29200,29699)(29200,29700)	Mt	29450	501	0.064266
(29296,29795)(29300,29799)(29300,29800)	Mt	29550	501	0.063849
(29396,29895)(29400,29899)(29400,29900)	Mt	29650	501	0.069436
(29496,29995)(29500,29999)(29500,30000)	Mt	29750	501	0.073966
(29596,30095)(29600,30099)(29600,30100)	Mt	29850	501	0.068959
(29696,30195)(29700,30199)(29700,30200)	Mt	29950	501	0.073949
(29796,30295)(29800,30299)(29800,30300)	Mt	30050	501	0.073296
(29896,30395)(29900,30399)(29900,30400)	Mt	30150	501	0.071455
(29996,30495)(30000,30499)(30000,30500)	Mt	30250	501	0.072031
(30096,30595)(30100,30599)(30100,30600)	Mt	30350	501	0.069116
(30196,30695)(30200,30699)(30200,30700)	Mt	30450	501	0.069530
(30296,30795)(30300,30799)(30300,30800)	Mt	30550	501	0.071649
(30396,30895)(30400,30899)(30400,30900)	Mt	30650	501	0.073420
(30496,30995)(30500,30999)(30500,31000)	Mt	30750	501	0.074611
(30596,31095)(30600,31099)(30600,31100)	Mt	30850	501	0.077929
(30696,31195)(30700,31199)(30700,31200)	Mt	30950	501	0.079289
(30796,31295)(30800,31299)(30800,31300)	Mt	31050	501	0.077186
(30896,31395)(30900,31399)(30900,31400)	Mt	31150	501	0.070722
(30996,31495)(31000,31499)(31000,31500)	Mt	31250	501	0.065214
(31096,31595)(31100,31599)(31100,31600)	Mt	31350	501	0.068144
(31196,31695)(31200,31699)(31200,31700)	Mt	31450	501	0.061440
(31296,31795)(31300,31799)(31300,31800)	Mt	31550	501	0.064522
(31396,31895)(31400,31899)(31400,31900)	Mt	31650	501	0.065381
(31496,31995)(31500,31999)(31500,32000)	Mt	31750	501	0.065746
(31596,32095)(31600,32099)(31600,32100)	Mt	31850	501	0.065808
(31696,32195)(31700,32199)(31700,32200)	Mt	31950	501	0.070363
(31796,32295)(31800,32299)(31800,32300)	Mt	32050	501	0.066052
(31896,32395)(31900,32399)(31900,32400)	Mt	32150	501	0.068533
(31996,32495)(32000,32499)(32000,32500)	Mt	32250	501	0.069233
(32096,32595)(32100,32599)(32100,32600)	Mt	32350	501	0.062857
(32196,32695)(32200,32699)(32200,32700)	Mt	32450	501	0.064309
(32296,32795)(32300,32799)(32300,32800)	Mt	32550	501	0.068904
(32396,32895)(32400,32899)(32400,32900)	Mt	32650	501	0.072155
(32496,32995)(32500,32999)(32500,33000)	Mt	32750	501	0.070779
(32596,33095)(32600,33099)(32600,33100)	Mt	32850	501	0.073136
(32696,33195)(32700,33199)(32700,33200)	Mt	32950	501	0.068564
(32796,33295)(32800,33299)(32800,33300)	Mt	33050	501	0.065795
(32896,33395)(32900,33399)(32900,33400)	Mt	33150	501	0.060354
(32996,33495)(33000,33499)(33000,33500)	Mt	33250	501	0.062558
(33096,33595)(33100,33599)(33100,33600)	Mt	33350	501	0.061489
(33196,33695)(33200,33699)(33200,33700)	Mt	33450	501	0.062056
(33296,33795)(33300,33799)(33300,33800)	Mt	33550	501	0.063762
(33396,33895)(33400,33899)(33400,33900)	Mt	33650	501	0.062222
(33496,33995)(33500,33999)(33500,34000)	Mt	33750	501	0.063350
(33596,34095)(33600,34099)(33600,34100)	Mt	33850	501	0.073711
(33696,34195)(33700,34199)(33700,34200)	Mt	33950	501	0.074843
(33796,34295)(33800,34299)(33800,34300)	Mt	34050	501	0.074234
(33896,34395)(33900,34399)(33900,34400)	Mt	34150	501	0.083491
(33996,34495)(34000,34499)(34000,34500)	Mt	34250	501	0.078349
(34096,34595)(34100,34599)(34100,34600)	Mt	34350	501	0.068892
(34196,34695)(34200,34699)(34200,34700)	Mt	34450	501	0.066094
(34296,34795)(34300,34799)(34300,34800)	Mt	34550	501	0.061178
(34396,34895)(34400,34899)(34400,34900)	Mt	34650	501	0.061500
(34496,34995)(34500,34999)(34500,35000)	Mt	34750	501	0.058963
(34596,35095)(34600,35099)(34600,35100)	Mt	34850	501	0.066741
(34696,35195)(34700,35199)(34700,35200)	Mt	34950	501	0.073892
(34796,35295)(34800,35299)(34800,35300)	Mt	35050	501	0.079526
(34896,35395)(34900,35399)(34900,35400)	Mt	35150	501	0.071987
(34996,35495)(35000,35499)(35000,35500)	Mt	35250	501	0.074341
(35096,35595)(35100,35599)(35100,35600)	Mt	35350	501	0.071978
(35196,35695)(35200,35699)(35200,35700)	Mt	35450	501	0.070691
(35296,35795)(35300,35799)(35300,35800)	Mt	35550	501	0.072106
(35396,35895)(35400,35899)(35400,35900)	Mt	35650	501	0.073944
(35496,35995)(35500,35999)(35500,36000)	Mt	35750	501	0.074035
(35596,36095)(35600,36099)(35600,36100)	Mt	35850	501	0.070199
(35696,36195)(35700,36199)(35700,36200)	Mt	35950	501	0.066944
(35796,36295)(35800,36299)(35800,36300)	Mt	36050	501	0.064956
(35896,36395)(35900,36399)(35900,36400)	Mt	36150	501	0.068228
(35996,36495)(36000,36499)(36000,36500)	Mt	36250	501	0.066852
(36096,36595)(36100,36599)(36100,36600)	Mt	36350	501	0.068371
(36196,36695)(36200,36699)(36200,36700)	Mt	36450	501	0.066826
(36296,36795)(36300,36799)(36300,36800)	Mt	36550	501	0.066911
(36396,36895)(36400,36899)(36400,36900)	Mt	36650	501	0.063362
(36496,36995)(36500,36999)(36500,37000)	Mt	36750	501	0.072239
(36596,37095)(36600,37099)(36600,37100)	Mt	36850	501	0.075632
(36696,37195)(36700,37199)(36700,37200)	Mt	36950	501	0.078296
(36796,37295)(36800,37299)(36800,37300)	Mt	37050	501	0.074411
(36896,37395)(36900,37399)(36900,37400)	Mt	37150	501	0.079042
(36996,37495)(37000,37499)(37000,37500)	Mt	37250	501	0.074352
(37096,37595)(37100,37599)(37100,37600)	Mt	37350	501	0.074370
(37196,37695)(37200,37699)(37200,37700)	Mt	37450	501	0.073590
(37296,37795)(37300,37799)(37300,37800)	Mt	37550	501	0.072994
(37396,37895)(37400,37899)(37400,37900)	Mt	37650	501	0.080263
(37496,37995)(37500,37999)(37500,38000)	Mt	37750	501	0.083913
(37596,38095)(37600,38099)(37600,38100)	Mt	37850	501	0.081588
(37696,38195)(37700,38199)(37700,38200)	Mt	37950	501	0.076446
(37796,38295)(37800,38299)(37800,38300)	Mt	38050	501	0.081930
(37896,38395)(37900,38399)(37900,38400)	Mt	38150	501	0.072190
(37996,38495)(38000,38499)(38000,38500)	Mt	38250	501	0.073358
(38096,38595)(38100,38599)(38100,38600)	Mt	38350	501	0.079033
(38196,38695)(38200,38699)(38200,38700)	Mt	38450	501	0.089250
(38296,38795)(38300,38799)(38300,38800)	Mt	38550	501	0.087503
(38396,38895)(38400,38899)(38400,38900)	Mt	38650	501	0.081953
(38496,38995)(38500,38999)(38500,39000)	Mt	38750	501	0.072763
(38596,39095)(38600,39099)(38600,39100)	Mt	38850	501	0.064425
(38696,39195)(38700,39199)(38700,39200)	Mt	38950	501	0.059766
(38796,39295)(38800,39299)(38800,39300)	Mt	39050	501	0.062152
(38896,39395)(38900,39399)(38900,39400)	Mt	39150	501	0.068232
